ep,tr,vl,acc
125,0.1229318628296302,0.10985537278066584,0.9623532414497192
126,0.1289841036035661,0.11979574036098457,0.958141909137315
127,0.12924923897631857,0.13861351117265666,0.9462736089841756
128,0.12451296414129957,0.10629942946551028,0.9701378254211332
129,0.12284903170508385,0.11834127270255757,0.9587799897907096
130,0.12197191510004933,0.11497314097459611,0.9603113833588566
131,0.11975562258375634,0.15762898274986173,0.9406584992343032
132,0.10881652711744191,0.12018113108697685,0.9590352220520674
133,0.12119195238444935,0.11771771578356384,0.9591628381827463
134,0.11513391758955609,0.12307197618751771,0.9554619703930577
135,0.11762926831711294,0.1150348295687996,0.9594180704441041
136,0.11461585809927499,0.1624803324211296,0.9381061766207248
137,0.11482257135710147,0.11262519039754909,0.9612046962736089
138,0.115876192847441,0.11530125343898999,0.9622256253190403
139,0.10857708592289429,0.11167010110933091,0.9633741704951506
140,0.11018463615730083,0.1044579902064814,0.9643950995405819
141,0.11004863042702165,0.10047010875798713,0.9697549770290965
142,0.10900375355831429,0.1125971434524163,0.9636294027565084
143,0.10672912815162665,0.10241842872476002,0.968861664114344
144,0.10909996929512439,0.11565734047615961,0.9609494640122511
145,0.10523561285952257,0.10885688342226407,0.9660541092394078
146,0.10863392823983561,0.10515066568513656,0.9635017866258295
147,0.10684521129835332,0.10076807703998276,0.9712863705972435
148,0.10560587800499377,0.11078548164300872,0.9622256253190403
149,0.10986463131626181,0.11965174342246775,0.9578866768759571
150,0.10648266201760363,0.10586259840519822,0.9629913221031138
