ep,tr,vl,acc
69,0.2703485667031691,0.2258222673094017,0.9132210311383359
70,0.2638364037182967,0.20868172038597543,0.9180704441041347
71,0.26410801007746426,0.2337430813185768,0.908371618172537
72,0.25467990078721175,0.20106598055974265,0.9202399183256764
73,0.25027250253039296,0.2348066551737761,0.9111791730474732
74,0.2503549714816805,0.1974392919437489,0.9216436957631444
75,0.24571091505447126,0.19431704806326497,0.9230474732006125
76,0.24061312441544688,0.2010483944169595,0.9207503828483921
77,0.23540225148446023,0.18696847864659147,0.9285349668198061
78,0.23939041830561023,0.18260046291759788,0.9291730474732006
79,0.2345241813902252,0.19538203019300793,0.9248340990301174
80,0.23077169157955163,0.2225353461490576,0.9136038795303726
81,0.22190469204460606,0.19558926292225878,0.9245788667687596
82,0.22453786068292525,0.20195870723213094,0.9245788667687596
83,0.21998535722095944,0.1904392333385345,0.9268759571209801
84,0.22048951390621474,0.19581475775335183,0.9243236345074017
85,0.21619651810115803,0.17671019378422,0.9351710056151098
86,0.2136307435973575,0.17451753305445267,0.9336396120469628
87,0.20725143029902968,0.16618822073452688,0.9345329249617151
88,0.20543666622560292,0.1667239598660326,0.9379785604900459
89,0.2049439482773747,0.17092636126916497,0.9336396120469628
90,0.19938333911738929,0.16327740257936793,0.9364471669218989
91,0.1988620010226628,0.16685947904699863,0.9383614088820827
92,0.20011057170971325,0.17705801333112509,0.9361919346605411
93,0.198320243102551,0.16688010706117015,0.9360643185298622
94,0.1929569679780462,0.16334547008677266,0.9356814701378254
95,0.19882372062105805,0.15307542906003002,0.9401480347115876
96,0.19354333574180121,0.17051037440538566,0.9360643185298622
97,0.1887194780209786,0.15407767643828293,0.9419346605410924
98,0.1891697408660159,0.17470906081732082,0.9326186830015314
99,0.1858139220008747,0.16374202263841026,0.9391271056661562
100,0.18657065040957402,0.16891912180590934,0.9350433894844309
101,0.18109627705821643,0.1756122687556617,0.934660541092394
102,0.1802181400848746,0.19264597204071007,0.9299387442572741
103,0.18133678790047872,0.15486558754308002,0.9423175089331292
104,0.1786443266240384,0.15281063770382575,0.9433384379785605
105,0.17570343393629526,0.14799416305427404,0.9439765186319551
106,0.17222988638272632,0.14866587754473046,0.9438489025012762
107,0.1750770802976217,0.1460459058461454,0.944104134762634
108,0.17579955697855992,0.14699081250446439,0.9446145992853496
109,0.16854401059823929,0.17471904169661484,0.9365747830525778
110,0.16529447264349106,0.14889207846773175,0.9465288412455334
111,0.16796161317690547,0.1385581018551143,0.9485706993363962
112,0.16145243150663524,0.15620958768769067,0.9427003573251659
113,0.1646005091999197,0.15720853187389114,0.9421898928024502
114,0.16371250489931496,0.13936714409971054,0.9479326186830015
115,0.15871130185927296,0.13693004594506072,0.9484430832057172
116,0.160139406627314,0.13937810277723198,0.9499744767738643
117,0.1540108282149665,0.13376921109137072,0.9497192445125063
118,0.16728881295054446,0.13948061230419856,0.9448698315467075
119,0.15620582780866804,0.13560335912151977,0.9507401735579377
120,0.15288788211423776,0.1374545655609786,0.9497192445125063
121,0.15241104168539824,0.13928702099809984,0.9464012251148545
122,0.15509870805627335,0.14267028446420157,0.948825931597754
123,0.15028811992286778,0.1408308886031151,0.9484430832057172
124,0.14899086710927054,0.13547588082563108,0.9508677896886166
125,0.15322052354561616,0.1319175340805009,0.9497192445125063
126,0.15116936496831285,0.14864640552231437,0.9474221541602859
127,0.14643716124161113,0.1280601488434885,0.9508677896886166
128,0.14820190709302505,0.1320539683429453,0.9508677896886166
129,0.14523313330813767,0.1262418171455071,0.9555895865237366
130,0.14749140045227518,0.1289899003512624,0.9529096477794793
131,0.14178355391704903,0.12831788353173057,0.9535477284328739
132,0.1404825622608305,0.1301130657175208,0.9513782542113323
133,0.14227938971387458,0.1281822443266569,0.9540581929555896
134,0.13745914754770766,0.1401739918413268,0.9492087799897907
135,0.1423603441646631,0.13375600008730767,0.9520163348647269
136,0.14014622497641294,0.1243026958573303,0.9562276671771311
137,0.14028754894643686,0.15003200552399892,0.947294538029607
138,0.1402950900768572,0.12411765300131804,0.9559724349157733
139,0.14080336840338967,0.12844498529937545,0.9539305768249107
140,0.13353847981510034,0.13866455158451216,0.9497192445125063
141,0.13229104580663006,0.14453280843916644,0.9484430832057172
142,0.13513438291962565,0.12422795623074147,0.9543134252169474
143,0.13256907738928989,0.1428166345790689,0.9486983154670751
144,0.13007864989474308,0.12301382597836781,0.9544410413476263
145,0.1295315145887243,0.13526321212847747,0.9497192445125063
146,0.1286031555924239,0.13593178986549267,0.9527820316488004
147,0.12899548257571883,0.11918839954134294,0.9571209800918836
148,0.13164631309674982,0.13460655584963463,0.9515058703420113
149,0.1303369863928398,0.12932651576143583,0.9546962736089841
150,0.1298683720052181,0.12076877609553503,0.9575038284839203
